,Twitter Query: lang:es -filter:retweets -filter:replies @GobIzcalli,,,,,,,,,,,,,,,,,,,
19/05/2022 23:26,@INDUSTRIALESMX_,INDUSTRIALES MX®,Directiva de #INDUSTRIALESMX acompañaron a @LauraGlezEDOMEX Presidenta del @ConsejoCCEM a importante reunión con @KarlaFiesco titular del @GobIzcalli quien escuchó atentamente inquietudes y propuestas del sector productivo para sumar esfuerzos por este gran municipio del #EdoMéx,1527506114308448259,,https://pbs.twimg.com/media/FTLKtn6XoAEWobr.jpg,,0,0,Twitter for Android,1552,3671,10,,2/27/2014,EdoMex CDMX Hgo Pue Tlax Qro,"Asociación de industriales y empresarios de libre afiliación, quiénes buscan representación activa, influyente y apoyo para la correcta operación de su empresa.",http://industrialesmx.org,,View
19/05/2022 22:07,@tvmextv,TvMex,#TvMexNoticias @KarlaFiesco se reúne con integrantes del Consejo Coordinador Empresarial del Estado de México @ConsejoCCEM @GobIzcalli,1527486147001196551,,pic.twitter.com/OJJO7Ph8lo,,2,3,Twitter for iPhone,1396,1979,10,,11/26/2013,México,"Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy",http://www.tvmex.tv,,View
19/05/2022 20:24,@revista_pendulo,péndulo_revista,Alejandro Mondragón es nombrado nuevo cronista municipal de Cuautitlán Izcalli.  @GobIzcalli #Cultura,1527460228131966985,https://www.pendulonline.com/alejandro-mondragon-es-nombrado-nuevo-cronista-municipal-de-cuautitlan-izcalli/,,,0,0,Twitter for Android,1490,742,7,,2/23/2010,México,Cuenta Oficial de la Revista Péndulo.,http://www.pendulonline.com,,View
19/05/2022 19:52,@12Parrafo,Párrafo 12/24,"La alcaldesa de @GobIzcalli, @KarlaFiesco tomó protesta a Alejandro Mondragón Hernández como Cronista Municipal, quien se encargará de llevar el registro escrito del acontecer histórico local, para preservar y fomentar la identidad de los pobladores con su municipio y el Estado.",1527452153253617676,,https://pbs.twimg.com/media/FTKZRouWYA4GJsD.jpg,,0,0,Twitter Web App,255,157,3,,10/1/2017,,,,,View
19/05/2022 18:29,@JornadaEdomex,La Jornada Estado de México,"🔴 Solicitan ayuda para localizar a #FlorGuadalupe Esparragoza de 22 años, que fue vista por última vez en la Colonia Santa María Guadalupe Las Torres, Cuautitlán @GobIzcalli.🔍",1527431237102555136,https://lajornadaestadodemexico.com/padres-de-familia-de-flor-guadalupe-esparragoza-piden-ayuda-para-localizar/,https://pbs.twimg.com/media/FTKEo2SVsAIxLnN.jpg,,0,0,Twitter Web App,3003,17,49,✅,9/15/2020,Toluca,"La Jornada inicia en el Estado de México una labor informativa, consecuente con los valores fundamentales de nuestro país.",https://lajornadaestadodemexico.com/,,View
19/05/2022 18:09,@ArturoOscoy,Arturo Contreras,Impulsa gobierno de #Izcalli talento de emprendedores La información del @GobIzcalli 👇🏽,1527426339384721408,https://el-corresponsal.com/impulsa-gobierno-de-izcalli-talento-de-emprendedores/,,,0,0,Twitter for Android,196,775,2,,7/30/2012,Edomex,Trabajando en lo que más me gusta.,http://www.el-corresponsal.com,,View
19/05/2022 15:24,@Ej_SanIsidro,Ejidal San Isidro,"Alcaldes van y vienen mientras sigue en abandono los 3 semáforos del Cruce de Cuatro Caminos, Cuautitlán #Izcalli Vecinos han ingresado infinidad de escritos a @GobIzcalli y es fecha de que no se ve solución. Vía @RodrigoPerezTp #Edomex",1527384597780209664,https://fb.watch/d6a5jX2nTb/,,,0,0,Twitter Web App,576,790,4,,5/2/2019,"Cuautitlán Izcalli, México",#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli,,,View
19/05/2022 14:16,@sferaPolitica,Sfera Política,💼🍯 @GobIzcalli sede de la feria de emprendimiento,1527367498521161739,https://tinyurl.com/49abrtpu,,,0,0,TweetDeck,7151,1658,86,,11/5/2010,México,"La mejor información, rápida, veraz y confiable de lo que sucede en Acción Nacional http://facebook.com/SferaPolitica",http://www.sferapolitica.com,,View
19/05/2022 12:40,@AMXNoticias,Agencia Mexiquense de Noticias,"#AMxVial 🚧 || Debido a trabajos de bacheo, encontrará congestionada la vialidad en el Circuito Bosques de Bolognia, a la altura de la Glorieta de Cisnes, en #CuautitlánIzcalli. ⚠️ Tome previsiones. Vía @GobIzcalli #AgenciaMxNoticias",1527343490275094535,,https://pbs.twimg.com/media/FTI059WVUAgu77K.jpg,,0,0,Twitter Web App,91871,674,329,✅,4/11/2012,Estado de México,"Somos el sistema de #Noticias de @MexiquenseR y @MexiquenseTV. Llevamos hasta ti lo más importante del #Edoméx, #México 🇲🇽 y el Mundo 🌎 Canal 34.2 📺",https://radioytvmexiquense.mx/index.php/noticias/,,View
18/05/2022 22:10,@den_025,Denisse Garcia,"✨ La mejor forma de crecer, es tomando las oportunidades que se te presentan ✨ 👏🏼 Feria de emprendimiento 👏🏼 🤝 Trabajo en equipo @GobIzcalli @SedecoEdomex @IM_Emprendedor 🤝",1527124530921185280,,https://pbs.twimg.com/media/FTFvqV6WIAE2a3D.jpg,,0,0,Twitter for iPhone,831,238,0,,5/14/2012,Estado de Mexico,🤝 Unidad de Atención Empresarial del Gobierno municipal de #Izcalli 🦁 Club de Leones #Izcalli,,,View
18/05/2022 21:48,@tvmextv,TvMex,"#TvMexNoticias Cuautitlán Izcalli, sede de la feria de emprendimiento @GobIzcalli @KarlaFiesco @SedecoEdomex @pabloperaltag",1527118905654841346,,pic.twitter.com/8pO77mEBT7,,4,5,Twitter for iPhone,1395,1980,10,,11/26/2013,México,"Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy",http://www.tvmex.tv,,View
18/05/2022 17:40,@Jedimx76,Jedimx,Y ahora un Tsuru embestido por tráiler rumbo al sur a la altura del circuito en carriles centrales @Edomex @GobIzcalli,1527056628381532161,,,,0,0,Twitter for Android,162,136,7,,5/5/2011,19°25′58″N 99°08′00″W,El décimo hombre. Veritas odium parit,,,View
18/05/2022 15:52,@MorralArturo,Arturo Del Morral 💤,"Soy médico general recién egresado. Estos días he estado en busca de trabajo, en @gobizcalli por calentar la sillame quieren pagar $1,500 /hora más bisnes. #izcalli",1527029446783512576,,,,0,0,Twitter for Android,160,307,0,,1/19/2022,"Las Vegas, NV",Cuenta afiliada al gobierno Ruso 💻 Doctor paracetamolero y grillero 💉💉 #somosfuturo #izcalli,,,View
18/05/2022 15:27,@Jedimx76,Jedimx,"El tramo de la autopista Mexico-Queretaro desde Lago de Guadalupe hasta la Ford de @GobIzcalli y viceversa, ya se debería llamar ""el pedazo del diablo"" Dos motociclistas atropellados hoy, sin contar otros accidentes ocurridos",1527023184356294656,,,,3,5,Twitter for Android,162,136,7,,5/5/2011,19°25′58″N 99°08′00″W,El décimo hombre. Veritas odium parit,,,View
18/05/2022 15:24,@Jedimx76,Jedimx,"Mucha paciencia a los usuarios de la Mexico-Queretaro a la altura de @GobIzcalli, antes de llegar a la Ford. Motociclista derrapa y muere atropellado por tráiler en la lateral, esto, pasando el entronque del Circuito Mexiquense, rumbo al norte.",1527022348829966336,,,,0,1,Twitter for Android,162,136,7,,5/5/2011,19°25′58″N 99°08′00″W,El décimo hombre. Veritas odium parit,,,View
18/05/2022 15:08,@SedecoEdomex,Secretaría de Desarrollo Económico del GEM,"La Feria de Emprendimiento “Conexión Emprendedora” en #CuautitlánIzcalli, ¡fue todo un éxito! Juntos sigamos impulsando el desarrollo económico del #Edoméx. @Edomex @GobIzcalli @IM_Emprendedor @pabloperaltag @anahyravi @KarlaFiesco #EmprendeEdoméx #SedecoEdoméx",1527018380443717633,,pic.twitter.com/gxMYahYqQx,,1,1,Twitter for iPhone,13857,354,57,✅,11/14/2013,Estado de México,Secretaría de Desarrollo Económico del Gobierno del Estado de México.,https://desarrolloeconomico.edomex.gob.mx,,View
18/05/2022 12:59,@EnfasisComunica,Énfasis Comunica,"¡LUCHANDO POR EL DOWN! El día 17 de Junio en punto de las 7:00 pm, se llevará a cabo un evento de lucha libre internacional, en el Gimnasio Pablo Colín, Cuautitlán Izcalli. Parte de la recaudación de los boletos se donará para los niños con Síndrome de Down. @GobIzcalli",1526985736838340608,,https://pbs.twimg.com/media/FTDxamfXoAIzzfQ.jpg,,0,0,Twitter for iPhone,3069,1991,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
18/05/2022 12:41,@EnfasisComunica,Énfasis Comunica,"El secretario @pabloperaltag de la @SedecoEdomex reconoció el trabajo que ha realizado la presidenta @KarlaFiesco del @GobIzcalli por el compromiso, el trabajo con la inversión y la generación de empleos para los izcallenses.",1526981270152089600,,https://pbs.twimg.com/media/FTDtUm3WYAAyNYY.jpg,,0,1,Twitter Web App,3069,1991,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
18/05/2022 12:25,@iWheelLoveU,iWheelLoveU,"Un país que que no garantiza ni el 10% de vialidades accesibles, no debería de presumirse inclusivo. Ilustración de Ángel Boligán @SeGobCDMX @SRE_mx @AuditorioMx @GobCDMX @Edomex @GobIzcalli",1526977315929997314,,pic.twitter.com/QNkWjGnfVM,,3,1,Twitter for iPhone,13,18,0,,4/20/2022,,"Somos Alex y Tania, una pareja de locos creativos que avanzan acompañados de una silla de ruedas para ilustrar y visibilizar la discapacidad.",,,View
18/05/2022 09:07,@SedecoEdomex,Secretaría de Desarrollo Económico del GEM,"🚀|| Nos vemos hoy en la “Feria de Emprendimiento #ConexiónEmprendedora"", a las 9:00 horas en #CuautitlánIzcalli. ¡Conecta tu emprendimiento y llévalo al siguiente nivel! @GobIzcalli @IM_Emprendedor #EmprenderEsEdoméx",1526927571207827462,,https://pbs.twimg.com/media/FTC8iDRWAAUoBB6.jpg,,1,2,Twitter for iPhone,13856,354,57,✅,11/14/2013,Estado de México,Secretaría de Desarrollo Económico del Gobierno del Estado de México.,https://desarrolloeconomico.edomex.gob.mx,,View
18/05/2022 08:55,@merakstar,MERAKSTAR,"Desde ayer a las 14:00 hrs nos quedamos sin luz en Col La Piedad y Centro Urbano La Piedad, debido a eso no se contó con energía para bombear agua y no hay energía para los refrigerados. De que se trata? @izcaheroes @GobIzcalli @KarlaFiesco @CFEmx",1526924497357520896,,,,0,0,Twitter for iPhone,53,138,0,,3/16/2011,"Cuautitlán Izcalli, México",Desafortunadamente...abominación,,,View
18/05/2022 08:20,@IM_Emprendedor,IME,"#ComunidadEmprendedora 🙋🏻‍♀️✨🙋🏻‍♂️ ¡Es hoy, es hoy! 🚀 Conecta tu emprendimiento y llévalo al siguiente nivel en nuestra “Feria de Emprendimiento #ConexiónEmprendedora” en 📍 #CuautitlánIzcalli. Más información en 🌐  @GobIzcalli #EmprendeEdoméx #IMEinforma",1526915507433066498,https://pymedigital.mx,https://pbs.twimg.com/media/FTArsAlUEAE6Qhy.jpg,,0,0,Twitter Web App,9574,255,44,,5/9/2014,"Toluca, Estado de México","El Instituto Mexiquense del Emprendedor es un organismo público descentralizado, dependiente de la Secretaría de Desarrollo Económico del Estado de México.",https://ime.edomex.gob.mx,,View
17/05/2022 18:00,@sferaPolitica,Sfera Política,#Izcalli #ProtecciónCivil @GobIzcalli sofoca incendio en parque industrial,1526699081963388929,https://tinyurl.com/2ez769xt,,,0,0,TweetDeck,7155,1658,87,,11/5/2010,México,"La mejor información, rápida, veraz y confiable de lo que sucede en Acción Nacional http://facebook.com/SferaPolitica",http://www.sferapolitica.com,,View
17/05/2022 17:03,@IM_Emprendedor,IME,"#ComunidadEmprendedora🙋🏻‍♀️✨🙋🏻‍♂️ Conecta tu emprendimiento este 📆 18 de mayo de 2022 y llévalo al siguiente nivel, sé parte de la “Feria de Emprendimiento #ConexiónEmprendedora”📍sede #CuautitlánIzcalli. Más información en:  @GobIzcalli #EmprenderEsEdoméx",1526684737456046080,https://pymedigital.mx,https://pbs.twimg.com/media/FS51XPvUcAAnzwt.jpg,,0,0,Twitter Web App,9575,255,44,,5/9/2014,"Toluca, Estado de México","El Instituto Mexiquense del Emprendedor es un organismo público descentralizado, dependiente de la Secretaría de Desarrollo Económico del Estado de México.",https://ime.edomex.gob.mx,,View
17/05/2022 16:01,@ContinuamosMX,Continuamos Mx,GOBIERNO DE CUAUTITLÁN IZCALLI SOFOCA INCENDIO EN PARQUE INDUSTRIAL  #Izcalli #CuautitlánIzcalli @KarlaFiesco @GobIzcalli,1526669365264908288,https://continuamos.mx/?p=36636,,,0,0,Twitter for iPhone,10718,8947,78,,12/27/2010,México,Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx,http://www.continuamos.mx,,View
17/05/2022 10:40,@IM_Emprendedor,IME,"#ComunidadEmprendedora🙋🏻‍♀️✨🙋🏻‍♂️ Conecta tu emprendimiento este 📆 18 de mayo de 2022 y llévalo al siguiente nivel, sé parte de la “Feria de Emprendimiento #ConexiónEmprendedora”📍sede #CuautitlánIzcalli. Más información en:  @GobIzcalli #EmprenderEsEdoméx",1526588352585244673,https://pymedigital.mx,https://pbs.twimg.com/media/FS51PEZUYAEsjwb.jpg,,0,0,Twitter Web App,9571,255,44,,5/9/2014,"Toluca, Estado de México","El Instituto Mexiquense del Emprendedor es un organismo público descentralizado, dependiente de la Secretaría de Desarrollo Económico del Estado de México.",https://ime.edomex.gob.mx,,View
17/05/2022 09:12,@ObservatorioM19,Observatorio Metropolitano,Los @DipMorenaEdomex exigen que acaben #hospitalesabandonados de @GobTepotzotlan y @GobIzcalli @JORGEGA90040118 @mcruz0609 ccp @joannaftorres @AnaBalderasMx @soypacosantos @PacoRojasDip #Tepotzotlán #Izcalli,1526566446549110786,,,,0,1,Twitter for Android,392,958,5,,6/20/2020,"Cuautitlán Izcalli, México",Periodismo crítico en el Valle de México,,,View
16/05/2022 22:52,@EltrinarNoticia,El Trinar Noticias,Gobierno de Cuautitlán Izcalli sofoca incendio en parque industrial  @EltrinarNoticia #ArcoNorte @RicardoNAyala1 #CuautitlánIzcalli @GobIzcalli @KarlaFiesco #CuautitlánIzcalli,1526410262286282752,http://www.eltrinar.com.mx/gobierno-de-cuautitlan-izcalli-sofoca-incendio-en-parque-industrial/,https://pbs.twimg.com/media/FS7k3AOVIAAr-Xw.jpg,,0,0,Twitter Web App,254,1070,3,,4/21/2017,,Sitio web de noticias y medios de comunicación,http://www.eltrinar.com.mx,,View
16/05/2022 21:49,@tvmextv,TvMex,#TvMexNoticias Festejaron con gran éxito a Mamás Izcallenses @GobIzcalli @KarlaFiesco,1526394391333568515,,pic.twitter.com/ZTdF0Zr1e3,,5,5,Twitter for iPhone,1394,1980,10,,11/26/2013,México,"Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy",http://www.tvmex.tv,,View
16/05/2022 18:41,@JornadaEdomex,La Jornada Estado de México,"El hospital general en Cuautitlán @GobIzcalli está en un 70 por ciento de avance y se encuentra en obra negra, sin ningún tipo de equipamiento.",1526347110026604544,https://lajornadaestadodemexico.com/urge-se-concluya-el-hospital-general-de-cuautitlan-izcalli-morena/,,,0,1,Twitter Web App,2984,17,49,✅,9/15/2020,Toluca,"La Jornada inicia en el Estado de México una labor informativa, consecuente con los valores fundamentales de nuestro país.",https://lajornadaestadodemexico.com/,,View
16/05/2022 18:02,@IM_Emprendedor,IME,"#ComunidadEmprendedora🙋🏻‍♀️✨🙋🏻‍♂️ Conecta tu emprendimiento este 📆 18 de mayo de 2022 y llévalo al siguiente nivel, sé parte de la “Feria de Emprendimiento #ConexiónEmprendedora”📍sede #CuautitlánIzcalli. Más información en:  @GobIzcalli #EmprenderEsEdoméx",1526337197149855745,https://pymedigital.mx,https://pbs.twimg.com/media/FS51CbJVsAAamDj.jpg,,0,1,Twitter Web App,9567,255,44,,5/9/2014,"Toluca, Estado de México","El Instituto Mexiquense del Emprendedor es un organismo público descentralizado, dependiente de la Secretaría de Desarrollo Económico del Estado de México.",https://ime.edomex.gob.mx,,View
16/05/2022 15:36,@ContinuamosMX,Continuamos Mx,CONTINÚA VACUNACIÓN PARA JÓVENES DE IZCALLI  @KarlaFiesco @GobIzcalli,1526300599251238912,https://continuamos.mx/?p=36609,,,0,0,Twitter for iPhone,10719,8947,78,,12/27/2010,México,Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx,http://www.continuamos.mx,,View
16/05/2022 15:12,@EnfasisComunica,Énfasis Comunica,COMIENZA JORNADA SE VACUNACIÓN CONTRA EL COVID 19 EN CUAUTITLÁN #IZCALLI @GobIzcalli,1526294513131855872,https://www.instagram.com/p/CdoVLEAuISx/?igshid=YmMyMTA2M2Y=,,,0,0,Twitter for iPhone,3068,1991,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
16/05/2022 14:24,@IM_Emprendedor,IME,"#ComunidadEmprendedora🙋🏻‍♀️✨🙋🏻‍♂️ Conecta tu emprendimiento este 📆 18 de mayo de 2022 y llévalo al siguiente nivel, sé parte de la “Feria de Emprendimiento #ConexiónEmprendedora”📍sede #CuautitlánIzcalli. Más información en:  @GobIzcalli #EmprenderEsEdoméx",1526282466939518977,https://pymedigital.mx,https://pbs.twimg.com/media/FS5x0CGUcAAMNdr.jpg,,0,0,Twitter for iPhone,9565,255,44,,5/9/2014,"Toluca, Estado de México","El Instituto Mexiquense del Emprendedor es un organismo público descentralizado, dependiente de la Secretaría de Desarrollo Económico del Estado de México.",https://ime.edomex.gob.mx,,View
16/05/2022 11:09,@EnfasisComunica,Énfasis Comunica,"Extreme precauciones, personal del @GobIzcalli se encuentran bachando en la Av. Primero de Mayo a la altura de #Sodimac, derivado de ello se encuentra cerrado el paso.",1526233292634202114,,https://pbs.twimg.com/media/FS5FFDGWQAM_QuD.jpg,,0,0,Twitter for Android,3068,1991,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
16/05/2022 09:39,@armandoproyecto,Armand,A los q vienen a la vacuna acá en IZCALLI en el auditorio Batiz la vacuna es Pfizer hay mucha afluencia de gente suerte este es el lote @izcaheroes @GobIzcalli @pizcalli,1526210653006045187,,https://pbs.twimg.com/media/FS4wfuDVEAARvOj.jpg,,3,2,Twitter for iPhone,422,1166,10,,4/14/2009,"Cuautitlán Izcalli, México","Ing Eléctrica, Coordinación de Ingenierías e Instalaciones ¡¡",https://jacarmdiseno.com.mx/,,View
16/05/2022 09:37,@gabscl81,Gaby C. L.,"Esto no es muy alentador, es increíble que no tome. 3n serio estos reportes @GobIzcalli @OperaguaIzcalli 90 días y ustedes siguen sin dar respuesta @izcaheroes @imagenZea @OmarTapiamx este es el gobierno del cambio en #izcalli RT @patzalir: @gabscl81 @izcaheroes @KarlaFiesco UPS mi reporte de fuga está desde 17 de febrero y aún no vienen 😡 el desperdicio de agua potable sigue y sigue porque según Operagua no tienen tiempo. Entonces las 72 horas ya se convirtieron en días es más en casi 90 días.😡",1526210240722739201,https://twitter.com/patzalir/status/1526064658830041090,,,1,1,Twitter for Android,43,308,0,,2/5/2010,México-México,"soy una persona alegre, trato de vivir al maximo el dia a dia, creo en la ley de el karma por lo cual no hago a nadie lo que no quiero que me hagan a mi.",,,View
16/05/2022 08:14,@DmxOficial,Denuncia Mx oficial,.: #lashes en algún momento regularán estas prácticas? Si sabían qué hay gente con quemaduras químicas y daño en sus ojos? @SaludEdomex @SEGOB_mx @GobIzcalli,1526189370352582658,,https://pbs.twimg.com/media/FS4dJJqXsAEE9pM.jpg,,0,0,Twitter for iPhone,2122,801,6,,6/3/2014,cuautitlan Izcalli ,portal de noticias y sátira política Estado de México,,,View
16/05/2022 07:21,@NowNewsSpace,News Space,"#Incendio | Cuatro personas fueron trasladadas al Hospital de Lomas Verdes, luego de la #Explosión en fábrica de productos químicos de la Zona Industrial #Cuamatla en @GobIzcalli @CuautitlanMX @Edomex @PCyBIzcalli, Bomberos @Gob_Tlalne y @GobAtizapan, y @SegCIzcalli en la zona",1526176077126713345,,https://pbs.twimg.com/media/FS4RDdrWAAcLFAn.jpg,,0,0,Twitter for Android,50,18,1,,3/21/2021,,,https://www.facebook.com/NowNewsSpace/,,View
16/05/2022 07:21,@Sn_MediaGroup,Sn Media Group,"#Incendio | Cuatro personas fueron trasladadas al Hospital de Lomas Verdes, luego de la #Explosión en fábrica de productos químicos de la Zona Industrial #Cuamatla en @GobIzcalli @CuautitlanMX @Edomex @PCyBIzcalli, Bomberos @Gob_Tlalne y @GobAtizapan, y @SegCIzcalli en la zona",1526176025683574787,,https://pbs.twimg.com/media/FS4RAf-WYAA3vs9.jpg,,0,0,Twitter for Android,158,46,1,,7/9/2019,,,https://www.facebook.com/SNewsMediaGroup/,,View
16/05/2022 07:21,@IA_NewsSpace,Inteligencia Artificial,"#Incendio | Cuatro personas fueron trasladadas al Hospital de Lomas Verdes, luego de la #Explosión en fábrica de productos químicos de la Zona Industrial #Cuamatla en @GobIzcalli @CuautitlanMX @Edomex @PCyBIzcalli, Bomberos @Gob_Tlalne y @GobAtizapan, y @SegCIzcalli en la zona",1526175893911216129,,https://pbs.twimg.com/media/FS4Q4zqXEAA48yg.jpg,,0,0,Twitter for Android,438,228,8,,10/20/2019,,Medio Digital de Noticias & Entretenimiento Contacto: 55 2941 8061 https://wa.me/message/FHLD47KOVHAVA1,https://www.facebook.com/IANewsSpace/,,View
16/05/2022 07:20,@OlimpoNotiMx,Olimpo Noticias Mx,"#Incendio | Cuatro personas fueron trasladadas al Hospital de Lomas Verdes, luego de la #Explosión en fábrica de productos químicos de la Zona Industrial #Cuamatla en @GobIzcalli @CuautitlanMX @Edomex @PCyBIzcalli, Bomberos @Gob_Tlalne y @GobAtizapan, y @SegCIzcalli en la zona",1526175854044258308,,https://pbs.twimg.com/media/FS4Q2dSXoAUbROS.jpg,,0,0,Twitter for Android,719,79,16,,3/15/2017,,Las principales noticias de la Ciudad de México y del interior de la República.,https://www.facebook.com/OlimpoNoticiasMx/,,View
16/05/2022 07:19,@IA_NewsSpace,Inteligencia Artificial,"#Incendio | Cuatro personas fueron trasladadas al Hospital de Lomas Verdes, luego de la #Explosión en fábrica de productos químicos de la Zona Industrial #Cuamatla en @GobIzcalli @CuautitlanMX @Edomex @PCyBIzcalli, bomberos @Gob_Tlalne y @GobAtizapan, y @SegCIzcalli en la zona",1526175540373241857,,https://pbs.twimg.com/media/FS4QkLZWYAEJ4DU.jpg,,0,0,Twitter for Android,438,227,8,,10/20/2019,,Medio Digital de Noticias & Entretenimiento Contacto: 55 2941 8061 https://wa.me/message/FHLD47KOVHAVA1,https://www.facebook.com/IANewsSpace/,,View
15/05/2022 16:54,@zeruch124,Señor Don Licenciado Aguilar,"Pudo ser cualquier patrulla, todas hacen lo mismo... Pero como ya los conocemos, @KarlaFiesco y @GobIzcalli les organizaron sus eventos para lavar la cara de los puercos RT @ReporterosEdoMx: #DenunciaCiudadana #Izcalli #Edomex Una persona denuncia extorsión por parte de elementos de la Comisaría General de Seguridad Ciudadana Cuautitlán Izcalli aquí su texto: ""Quiero denunciar a los oficiales de esta patrulla, tengan cuidado.",1525957787272073216,https://twitter.com/ReporterosEdoMx/status/1525947166270935040,https://pbs.twimg.com/media/FS1A3IaWUAAvVj7.jpg,,0,0,Twitter for Android,816,459,16,,11/13/2009,méxico,"Diseñador, hago fantasy cuando hay tiempo e inspiración. información de libretas personalizadas aquí, buen precio 😌 #miasanmia ⭐⭐⭐⭐⭐",http://zeruchdesign.com,,View
15/05/2022 15:05,@ContinuamosMX,Continuamos Mx,KARLA FIESCO CELEBRA A LAS MAMÁS IZCALLENSES CON JORNADA DE SALUD Y SHOW EN VIVO  #DiaDeLasMadres #Izcalli #CuautitlanIzcalli @KarlaFiesco @GobIzcalli,1525930484122824705,https://continuamos.mx/?p=36591,,,0,0,Twitter for iPhone,10720,8948,78,,12/27/2010,México,Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx,http://www.continuamos.mx,,View
14/05/2022 19:41,@Ej_SanIsidro,Ejidal San Isidro,#DenunciaCiudadana Reportan autobus abandonado en el cerro por la vieja mina de Ampl Ejidal San Isidro. Favor de revisar y atender @GobIzcalli @SPublicaIzcalli @C5Edomex @SS_Edomex @i123mx @AMXNoticias @elcapitantigre Adjuntamos ubicación  #Izcalli,1525637500013891585,https://maps.app.goo.gl/zcjFczXVZYVBQzqX8,https://pbs.twimg.com/media/FSwkRIAX0AkIRdd.jpg,,0,1,Twitter Web App,573,773,4,,5/2/2019,"Cuautitlán Izcalli, México",#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli,,,View
14/05/2022 17:25,@Ej_SanIsidro,Ejidal San Isidro,Ojo con esto @GobIzcalli @KarlaFiesco cuando las autoridades no actúan la ciudadanía toma acciones. RT @Jhonnybgood80: @izcaheroes @SPublicaIzcalli A mi me llegó también esta info.,1525603109271224320,https://twitter.com/Jhonnybgood80/status/1525580352563073025,https://pbs.twimg.com/media/FSvzPpAX0AE0hYK.jpg,,0,2,Twitter Web App,573,773,4,,5/2/2019,"Cuautitlán Izcalli, México",#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli,,,View
14/05/2022 16:55,@EnfasisComunica,Énfasis Comunica,CELEBRAN A MAMÁS IZCALLENSES @KarlaFiesco celebro a todas las madres de Izcalli con una jornada de salud y un gran expectaculo en vivo… @GobIzcalli,1525595567786713090,https://bit.ly/37KhugH,https://pbs.twimg.com/media/FSwBERAWAAITpgg.jpg,,0,0,Twitter for iPhone,3063,1992,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
13/05/2022 23:24,@ObservatorioM19,Observatorio Metropolitano,"#Violencia #Izcalli #Edomex Otra vez la violencia entre transportistas, incendian camioneta de @AntorchaNoro por parte de #Izgasa salida en #LópezPortillo para ir a La Quebrada, enfrente del #Mexibús @KarlaFiesco @GobIzcalli @SEMOV_Edomex @SS_Edomex",1525331153359712256,,https://pbs.twimg.com/media/FSsQmbhWIAEMlTl.jpg,,0,0,Twitter for Android,386,955,5,,6/20/2020,"Cuautitlán Izcalli, México",Periodismo crítico en el Valle de México,,,View
13/05/2022 22:50,@DmxOficial,Denuncia Mx oficial,.: Pediatra pirata luego no digan que no se les avisó #CuautitlanIzcalli @GobIzcalli @KarlaFiesco @CONAMED_SALUD @Edomex,1525322521511436288,,https://pbs.twimg.com/media/FSsIuTKWAAABVzd.jpg,,1,0,Twitter for iPhone,2122,801,6,,6/3/2014,cuautitlan Izcalli ,portal de noticias y sátira política Estado de México,,,View
13/05/2022 18:29,@izcaheroes,Izcaheroes 🇲🇽,Para los trabajadores de @GobIzcalli es más importante el show de su jefa Fiasco qué ponerse a trabajar. #izcalli,1525256969401114625,,https://pbs.twimg.com/media/FSrNHowWYAMYELp.jpg,,0,0,Twitter for Android,6860,6061,52,,10/6/2012,"Cuautitlán Izcalli, México","Cuenta ciudadana dé denuncias, Creadores de la campaña #VecinoResponsable en Izcalli, desde 2018 dejamos de representar a la colonia Niños Héroes.",,,View
