Username;Location;Bio;User Since;Followers;user_friends;Favorites;Verified;Date;Tweet Text;Source;is_retweet;Column1
Denisse Cebreros Willis;;"LCC💬
Productora de @SoledadDurazo en TVD Primera Plana.";5/6/2011 21:55;764;1227;8494;FALSE;4/19/2022 14:13;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
👸🏼;;;2/4/2012 15:00;27;575;3547;FALSE;4/19/2022 14:13;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
Daniel Cortes V;México;Me gusta vivir el día a día, me encantan el cine, la comida, dormir, el futbol y todos los deportes. Amo mi profesion(Ginecologia);2/12/2011 19:41;97;241;67;FALSE;4/19/2022 14:12;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
Ale Aceves;;;5/26/2010 4:05;51;1212;13250;FALSE;4/19/2022 14:12;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Mauricio Lugo;Montreal, CAN;🇨🇦 / 🇲🇽 - ♿ - Anti 4T / Anti AMLO;6/22/2009 14:28;939;1390;153687;FALSE;4/19/2022 14:12;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Priscila Lara ⭐️;Distrito Federal, México;Haz lo que te apasiona. Soy parte del equipo de @Telediario en @Multimediostv          Regia en CdMx ⛰;1/21/2010 14:42;4157;2506;8743;FALSE;4/19/2022 14:11;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
Jorge Alberto;;;6/18/2016 16:37;48;230;96403;FALSE;4/19/2022 14:11;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
carlos;Guadalajara, Jalisco;Empresario independiente;3/1/2015 15:59;503;1064;116671;FALSE;4/19/2022 14:11;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
Citlali Piña;Ixtapaluca, Edomex;"Periodista y conductora de Canal 6 Tv
Acompáñame todos los días 15:00 hrs en TDC";8/22/2016 20:01;1328;1450;14655;FALSE;4/19/2022 14:11;RT @JulioCesHdez: De acuerdo a encuesta del @INEGI_INFORMA el 66.2 % de la ciudadanía se siente insegura. Las ciudades más inseguras para v…;Twitter for Android;FALSE;
Voces Veracruzanas;;;8/18/2015 23:01;2261;294;128471;FALSE;4/19/2022 14:10;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
adrian_mp;León, Guanajuato;fear is a weapon of mass destruction;4/28/2018 5:23;105;748;6507;FALSE;4/19/2022 14:10;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
RebecaGrajalesNorma;;Ama la vida y da a los demas. Cree en ti. Y busca siempre una meta mas alla de lo que crees llegar;9/7/2011 23:30;29;96;5110;FALSE;4/19/2022 14:09;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
cahotiyermadi 🇩🇰;;"believes at revenge.. CH💥🖤🖤❣
 #LeagueOf Warriors";1/8/2020 20:43;1767;1735;48968;FALSE;4/19/2022 14:09;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Jose Juan Diaz Lopez;;"""Tener un lugar donde ir, se le llama hogar. Tener a quienes amar, se llama familia. Tener ambas, es una bendición"".";5/31/2013 16:29;53;213;1309;FALSE;4/19/2022 14:09;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
ALEJANDRO ENCINAS;NOGALES, SONORA;Locutor, Cronista Deportivo y Relator de Noticias en Radio Xeny, Nogales Sonora.  Secretario General del Stirt Nogales;12/4/2010 22:20;568;1253;303;FALSE;4/19/2022 14:09;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
Ing Gill;;Inge en sistemas. Up The Irons!!! \m/;3/29/2019 22:58;56;528;24113;FALSE;4/19/2022 14:08;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
CESAR M COLIN TELLEZ;;Ex Asesor de la Auditoría Superior de la Federación, Socio Consultor Colín Téllez y Asociados - Sistemas, Procesos, Finanzas, Auditoría, Fiscal y Legal Ex IPADE;2/21/2010 14:37;163;561;70518;FALSE;4/19/2022 14:08;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Alex Cisneros;Santiago de Querétaro;Political Science/Dungeon Master/#QueretaRol.;3/9/2010 2:37;121;262;13011;FALSE;4/19/2022 14:08;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
pablo hernandez rami;;;5/1/2015 3:41;9;31;9996;FALSE;4/19/2022 14:08;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Elías Reyes;Piedras Negras, Coahuila de Za;"MX🇲🇽🌮
#CallMeFifí

23 años. Licenciado en Derecho por la UAdeC👨‍⚖️. 
Amo los autos y la política. 🚗👥";3/14/2017 20:04;132;1148;1300;FALSE;4/19/2022 14:07;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
LUJO DE TRAIDOR 🥶;Harlan, KY;"No quiero que pienses como yo, solo que pienses.
Nada más vine a reír. Soy guapísimo. No sé manejar carros automáticos, solo estándar. Heterosexual católico.";8/16/2017 15:11;4423;1579;63371;FALSE;4/19/2022 14:07;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Maru Piña;;Administradora, apasionada de la lectura y de los viajes. Amante del cafe y del buen té.;7/16/2014 19:01;1754;2035;90647;FALSE;4/19/2022 14:06;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Ángel Gaytán;;;11/10/2018 22:24;146;295;12508;FALSE;4/19/2022 14:06;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
ALFONSO AZUL POR SIEMPRE;Tlalnepantla de Baz, México;AMO A MI FAMILIA;7/5/2011 21:12;1230;1490;200088;FALSE;4/19/2022 14:06;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
Kalaquin;Juárez, Chihuahua;🇲🇽 liberal librepensador anti-amlo anti 4t MGTOW 🇺🇸🇭🇳🇧🇿🇧🇷🇨🇦🇫🇷🇱🇺🇧🇪🇳🇱🇵🇹🇮🇹🇻🇦🇪🇸. 🚫 CHAIROS;11/20/2009 16:33;2634;3862;16297;FALSE;4/19/2022 14:06;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Carely Báez;;21»11 + Comunicación Estratégica.;5/28/2012 14:58;853;3960;21245;FALSE;4/19/2022 14:06;"Las ciudades con mayor percepción de #inseguridad son Fresnillo, Ciudad Obregón, Zacatecas, Cuautitlán Izcalli, Irapuato y Guadalajara.

@INEGI_INFORMA 

🔗; https://t.co/SqVRzR4gZm https://t.co/01XFJ3uG4Q";Twitter for iPhone;FALSE;
Ma. Luisa Luévano;;;2/11/2010 3:04;727;589;52966;FALSE;4/19/2022 14:05;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Forum lex;;;6/23/2012 18:48;2109;4983;22040;FALSE;4/19/2022 14:05;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Ivan Castillo;;;3/18/2010 17:39;660;1398;155622;FALSE;4/19/2022 14:05;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Mares Pérez;Nuevo León, México;Estoy en contra del Populismo de cualquier color. #SomosMexico #LegiOnLine #SOSMEX;1/25/2020 22:35;14294;11208;211487;FALSE;4/19/2022 14:05;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Eric Galván S.;;;6/11/2016 19:40;52;211;104771;FALSE;4/19/2022 14:05;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
Roberto Lenin;!?;Izquierda y Derecha es ser Extremista no seas Fan, se Exitoso y Crítico (Destructivo o Constructivo );12/5/2012 2:30;73;234;72882;FALSE;4/19/2022 14:04;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Dr. Kratos;La Ciencia Política;"Te llevamos en el alma carnalito @mijisoficial gracias por tanto en tan poco. ""Por un México más chido""";10/7/2009 3:35;831;871;92292;FALSE;4/19/2022 14:04;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
viz_alfonso;México ;México city, like it or not.;2/8/2020 13:29;23;83;56723;FALSE;4/19/2022 14:02;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Eduardo Ballina;;#3de3 #Ley3de3 No soy miembro de ningún partido, ni miembro de OSCs. Sólo un ciudadano de a pié que quiere un mejor México. Mis palabras son mi responsabilidad.;11/7/2012 4:44;2648;3256;180251;FALSE;4/19/2022 14:01;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
Jacobo Loredo;San Luis Potosí, México;;7/11/2013 2:31;641;1105;343090;FALSE;4/19/2022 14:01;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Angel Figueroa;Puerto Vallarta, Jalisco;dev :) and msc;10/29/2018 13:33;6;171;454;FALSE;4/19/2022 14:00;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
ヘクトル さん...chez 🇺🇦;Pelotillehue;"“No puedes convencer a un creyente de nada porque sus creencias no están basadas en evidencia, están basadas en una enraizada necesidad de creer.”

Carl Sagan";5/11/2010 1:19;3007;3193;454;FALSE;4/19/2022 13:59;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Eduardo Ramírez R.;Reynosa, Tamaulipas;🇲🇽 🇲🇽 🇲🇽 🇲🇽 🇲🇽 🇲🇽 🇲🇽 🇲🇽 🇲🇽 🇲🇽 🇲🇽;2/9/2011 21:49;2181;3489;41810;FALSE;4/19/2022 13:59;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Mario Bros;Irapuato, guanajuato;Soy mario flores, vivo en irapuato, gto soy alegre, casado, tengo dos nenas una de  9 años y otra de 3. me gusta mucho bailar y ver futbol.;3/10/2010 2:49;196;883;162;FALSE;4/19/2022 13:59;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPad;FALSE;
Lilia Sierra;México;Former SCMR Board of Trustee. American British Cowdray Medical Center, Santa Fe Campus. Clinical Cardiology, CMR, Cardiac CT.;5/3/2012 23:13;1904;3308;16982;FALSE;4/19/2022 13:59;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
Ireri Parhi 🐾🌷♥️💄👠;CDMX;Al planeta hay que cuidarlo, a los hijos hay que adorarlos, a los amigos hay que cultivarlos y la vida hay que disfrutarla. 🦋🐕🍻👨‍👩‍👧‍👦👄❤️.  Amo los 🐶;7/17/2014 7:20;1691;2260;38710;FALSE;4/19/2022 13:59;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
soyelbugui;;Me cagan los chairos pejezombies;9/12/2018 13:00;22;99;1514;FALSE;4/19/2022 13:58;@azucenau Cuautitlán Izcalli, como San Pedro, no son ciudades… el segundo es municipio, el primero una colonia muy grande. Mera aclaración;Twitter for iPhone;FALSE;
rose_intense;Zapopan, Jalisco;Abogada en el área ambiental, internacional, políticas públicas y DDHH. Feminista 💜💚. Apartidista. Activista🌈🌎🦋🌳 Anti4T.;11/23/2018 22:27;429;1298;20255;FALSE;4/19/2022 13:58;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
jesus mendez;méxico;Me gusta el futbol,ir al cine,soy muy amigable y ante todo soy 100% diablo.soy de cd victoria tamps.;10/4/2010 21:46;197;909;46844;FALSE;4/19/2022 13:58;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Darwin Franco Migues;Guadalajara, Jal.;Periodista y comunicador. Coordinador general de @zonadocs. Profesor e investigador en la UdeG.  Autor del libro “Periodismo y Derechos Humanos”.;4/13/2010 22:44;6114;2735;7463;FALSE;4/19/2022 13:57;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
Samuel Echeverria;;;3/21/2017 21:03;122;410;17220;FALSE;4/19/2022 13:57;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Joseph Olar;AMG, Jalisco;Abogado ¦ Penal, Laboral, Amparo y Transparencia | 👊Desap. Forzds | 📖 Hesse, Strindberg, Camus & Cioran / ✍️ Querella Digital / 🎤 Alegatos Aclaratorios.;11/29/2009 3:50;4285;5000;72759;FALSE;4/19/2022 13:56;@angemejianepomu @azucenau @INEGI_INFORMA Igual y sugiero checar un mapa del Estado de México para que veas donde está Cuautitlán.;Twitter for Android;FALSE;
Ituriel17;;Escribo lo que se me pega la gana;2/25/2022 23:17;1464;2779;1859;FALSE;4/19/2022 13:56;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Euge;;Soy mujer , madre y abuela. Jamas me callaran por que tengo el derecho a emitir mi opinión es mi libertad de expresion;2/21/2019 15:43;1016;959;47976;FALSE;4/19/2022 13:55;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Despierta México;México, D.F.;Abogado, enamorado de México. Presidente de la Comisión Laboral, Seguridad Social y Recursos Humanos de CONCAMIN. Todas las opiniones son a título personal.;8/21/2010 0:31;628;1494;18017;FALSE;4/19/2022 13:55;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPad;FALSE;
José Luis Reyes;México City;Ingeniero Cisco CCNA;3/22/2011 3:22;84;566;266;FALSE;4/19/2022 13:55;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Joseph Olar;AMG, Jalisco;Abogado ¦ Penal, Laboral, Amparo y Transparencia | 👊Desap. Forzds | 📖 Hesse, Strindberg, Camus & Cioran / ✍️ Querella Digital / 🎤 Alegatos Aclaratorios.;11/29/2009 3:50;4285;5000;72759;FALSE;4/19/2022 13:55;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Blanca A Guizar;;;1/13/2013 22:39;387;851;173538;FALSE;4/19/2022 13:54;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
salvador castro ;Durango , Mexico.;Durangueño , Hijo de Doña Gloria , Esposo de Ana ,Padre de hijos libres , me gusta la NFL , Caminar y leer , Amo a mi Pais México y mi tierra.;5/30/2013 20:36;224;1569;13323;FALSE;4/19/2022 13:54;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter Web App;FALSE;
Alfonso Avalos;;;4/17/2017 0:01;1148;1822;61827;FALSE;4/19/2022 13:54;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
SuperMariodesdeHoustonTx;Palacio Nacional;#LaReformaEléctricaNoFue. #YoDefiendoAlINE. #NacionalicemoslascasadeBartlett;1/8/2018 2:12;1012;3325;46831;FALSE;4/19/2022 13:54;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
Cristian Camino;;Filósofo y Teólogo. Intrépido y profesional. A veces escribo. corro, ando en bici. Enseño @anahuac. Procurador nacional en @Upontificia mi alma matér.;6/3/2014 6:04;100;1050;834;FALSE;4/19/2022 13:54;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for iPhone;FALSE;
Carlos Guadarrama;Monterrey, Nuevo León;;9/1/2012 1:48;69;379;129396;FALSE;4/19/2022 13:53;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
Malinali Molina;;Florista, amante de las flores;4/22/2014 14:15;309;509;26947;FALSE;4/19/2022 13:53;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
EDGAR RENDÓN RUIZ 🇺🇦;Puebla, México;Lic. en Comercio Exterior, Lic. en Derecho y Mtro. en Administración, amo a mi familia, soy de la clase media y por el bienestar de ellos soy AntiAMLO....;2/23/2013 6:53;478;596;118342;FALSE;4/19/2022 13:53;"RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA :
🔴 Fresnillo 97.1%
🔴 Ciudad Obregón 94.1% 
🔴 Zacate…";Twitter for Android;FALSE;
